label,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
normal,0.5252233743667603,0.2246314138174057,-0.5396032333374023,0.9999987483024597,0.5309292674064636,0.20132976770401,-0.5259321928024292,0.9999962449073792,0.5349636077880859,0.2005222886800766,-0.5258886218070984,0.9999958276748657,0.5375384092330933,0.19982288777828217,-0.5259557366371155,0.9999961853027344,0.5183273553848267,0.20145095884799957,-0.5254875421524048,0.9999958872795105,0.5146514177322388,0.20052827894687653,-0.5255827903747559,0.9999954104423523,0.5107019543647766,0.1996258646249771,-0.525536060333252,0.9999955892562866,0.5425856113433838,0.19961223006248474,-0.4076240062713623,0.9999922513961792,0.5067601799964905,0.2018502950668335,-0.40498343110084534,0.9999918341636658,0.5330286622047424,0.23972861468791962,-0.4920171797275543,0.9999984502792358,0.5181719660758972,0.23950126767158508,-0.4913342595100403,0.9999983310699463,0.5838762521743774,0.30909591913223267,-0.29500776529312134,0.9999907612800598,0.4744318425655365,0.3138071596622467,-0.2798091471195221,0.9999843835830688,0.6051031351089478,0.4603343904018402,-0.2369770109653473,0.9929987192153931,0.4514479637145996,0.46519941091537476,-0.22440139949321747,0.9897948503494263,0.6155093908309937,0.6117410063743591,-0.28429991006851196,0.9813997149467468,0.43561577796936035,0.6160646677017212,-0.28885817527770996,0.9770124554634094,0.6193527579307556,0.6504837274551392,-0.3074701428413391,0.9538564682006836,0.4310442805290222,0.6552613377571106,-0.3123001456260681,0.9488828778266907,0.6141495108604431,0.6502581834793091,-0.33905333280563354,0.9573846459388733,0.4353289008140564,0.6539714932441711,-0.34883028268814087,0.9535039067268372,0.611480176448822,0.6417628526687622,-0.2975451946258545,0.9554778933525085,0.4384172856807709,0.6449680924415588,-0.30480390787124634,0.952411413192749,0.5600951910018921,0.508491575717926,-0.006354679819196463,0.9999090433120728,0.49893489480018616,0.5112078785896301,0.006213753018528223,0.9998912811279297,0.578730046749115,0.7036591172218323,-0.20771005749702454,0.9915316700935364,0.46922603249549866,0.6963241696357727,-0.16244883835315704,0.9920904040336609,0.5744934678077698,0.8882315158843994,-0.029732147231698036,0.9920578002929688,0.46875619888305664,0.884735643863678,0.003406721632927656,0.9915809035301208,0.5671429634094238,0.909365177154541,-0.020519468933343887,0.8573806881904602,0.4749891757965088,0.9074064493179321,0.012539115734398365,0.8556874394416809,0.582841157913208,0.9535117149353027,-0.16165490448474884,0.9851036667823792,0.4519636631011963,0.945350706577301,-0.12013469636440277,0.9853740334510803
normal,0.5251103639602661,0.24999307096004486,-0.5413312315940857,0.9999988079071045,0.5308722853660583,0.22646693885326385,-0.5274173021316528,0.9999964833259583,0.534817099571228,0.22557711601257324,-0.5273618102073669,0.9999961256980896,0.537344753742218,0.2247115820646286,-0.5274520516395569,0.9999964237213135,0.5183099508285522,0.22521637380123138,-0.5270868539810181,0.9999961256980896,0.5146148800849915,0.2235923707485199,-0.5271732807159424,0.9999957084655762,0.5106791853904724,0.22237226366996765,-0.5271085500717163,0.9999958872795105,0.5423588752746582,0.22456863522529602,-0.4121796488761902,0.999992847442627,0.5067063570022583,0.22517476975917816,-0.41021299362182617,0.9999924302101135,0.5327429175376892,0.2666506767272949,-0.495133638381958,0.9999985694885254,0.5179898142814636,0.26619166135787964,-0.49460411071777344,0.9999983906745911,0.5836501121520996,0.33467569947242737,-0.3034621477127075,0.999991238117218,0.47436070442199707,0.34003937244415283,-0.2876679599285126,0.9999843239784241,0.6056078672409058,0.4862421154975891,-0.24946370720863342,0.9932916164398193,0.44937556982040405,0.48783743381500244,-0.23498325049877167,0.9899706840515137,0.6160637140274048,0.6400501728057861,-0.28894689679145813,0.9812119007110596,0.4349687099456787,0.6398610472679138,-0.29040712118148804,0.9755638837814331,0.6202642321586609,0.676609992980957,-0.31200605630874634,0.9521210789680481,0.4309033453464508,0.6771712303161621,-0.3130912780761719,0.944144606590271,0.6149504780769348,0.6776703596115112,-0.3419048488140106,0.9560242891311646,0.43572020530700684,0.676998496055603,-0.3471675515174866,0.9494279623031616,0.6123871803283691,0.6669043302536011,-0.3013600707054138,0.954245924949646,0.4388662874698639,0.6666215062141418,-0.3053651452064514,0.9486094117164612,0.5601171255111694,0.5159547328948975,-0.006239422131329775,0.9999140501022339,0.49899691343307495,0.5174693465232849,0.00609205337241292,0.9998968839645386,0.5799683332443237,0.7036979794502258,-0.23465771973133087,0.989812970161438,0.46705326437950134,0.6951463222503662,-0.19455072283744812,0.9912368655204773,0.5744854211807251,0.8883739113807678,-0.05964864417910576,0.9910076856613159,0.46895918250083923,0.8847560286521912,-0.027808338403701782,0.9907294511795044,0.5672089457511902,0.9108911156654358,-0.050540387630462646,0.8540235757827759,0.4760025441646576,0.9094281792640686,-0.01862465590238571,0.8560894727706909,0.5826293230056763,0.953662633895874,-0.19129900634288788,0.9835765361785889,0.4519340991973877,0.9450410604476929,-0.15045291185379028,0.9842125773429871
normal,0.5242505073547363,0.287336528301239,-0.6061181426048279,0.9999988079071045,0.5298492908477783,0.2619437873363495,-0.5922073125839233,0.9999964833259583,0.5337384939193726,0.2606172263622284,-0.5921617746353149,0.9999961853027344,0.5364153981208801,0.25929006934165955,-0.5922772884368896,0.9999964833259583,0.5179286003112793,0.2609117329120636,-0.590973436832428,0.9999960660934448,0.5143267512321472,0.25919386744499207,-0.5910626649856567,0.9999956488609314,0.5104478001594543,0.2577201724052429,-0.5910136699676514,0.9999958276748657,0.5414415001869202,0.2553008794784546,-0.4687366485595703,0.9999932050704956,0.5067101716995239,0.25616738200187683,-0.4624374806880951,0.9999925494194031,0.5315462946891785,0.3005181849002838,-0.5561810731887817,0.9999985694885254,0.5173333287239075,0.30135276913642883,-0.5544179677963257,0.9999983310699463,0.5833061337471008,0.3588293790817261,-0.34373384714126587,0.9999917149543762,0.47427281737327576,0.3656593859195709,-0.32026058435440063,0.9999838471412659,0.6060397624969482,0.5061439275741577,-0.295928418636322,0.9936515688896179,0.44917231798171997,0.5059790015220642,-0.26950016617774963,0.9900221824645996,0.6162289977073669,0.6550449132919312,-0.34532853960990906,0.9817463755607605,0.43455785512924194,0.6573704481124878,-0.3362136781215668,0.9740918874740601,0.6208943724632263,0.6975535750389099,-0.37245383858680725,0.9527596235275269,0.43066492676734924,0.6951872706413269,-0.36258137226104736,0.9399073123931885,0.615205705165863,0.6978546380996704,-0.40344691276550293,0.9567179083824158,0.43600812554359436,0.6962231397628784,-0.3983577787876129,0.945727527141571,0.6124523878097534,0.6848466396331787,-0.3580388128757477,0.9547147154808044,0.43922704458236694,0.6836521625518799,-0.3521172106266022,0.9449576139450073,0.5600154995918274,0.5241629481315613,-0.005949514918029308,0.9999198317527771,0.49903279542922974,0.5257177948951721,0.005866211373358965,0.9999029040336609,0.5805627107620239,0.7037957906723022,-0.2666284441947937,0.9885859489440918,0.46498245000839233,0.6950329542160034,-0.23878195881843567,0.9907327890396118,0.5744932293891907,0.8887614011764526,-0.07957186549901962,0.990344226360321,0.4690057337284088,0.8843141198158264,-0.053232789039611816,0.9900937676429749,0.5674182772636414,0.9131118059158325,-0.06987752765417099,0.8524179458618164,0.47663116455078125,0.9095023274421692,-0.042706314474344254,0.858040452003479,0.5826223492622375,0.9536319375038147,-0.22296802699565887,0.9825273156166077,0.4519818425178528,0.9442433714866638,-0.18532900512218475,0.9833290576934814
normal,0.5242384076118469,0.31208041310310364,-0.5771872997283936,0.9999988079071045,0.5298022031784058,0.28751930594444275,-0.5650812983512878,0.9999966025352478,0.5336014032363892,0.2862016558647156,-0.5650379657745361,0.9999963045120239,0.5362461805343628,0.2849004864692688,-0.5651639103889465,0.9999966025352478,0.5179400444030762,0.28659164905548096,-0.5639422535896301,0.9999960660934448,0.5143193006515503,0.2847650349140167,-0.5640026330947876,0.9999956488609314,0.5104409456253052,0.2829678952693939,-0.5639450550079346,0.999995768070221,0.541143536567688,0.27915239334106445,-0.45060285925865173,0.999993622303009,0.5067020654678345,0.2790401577949524,-0.44436365365982056,0.9999926686286926,0.5312831401824951,0.32557153701782227,-0.5302704572677612,0.9999986290931702,0.5171135067939758,0.32566899061203003,-0.5285134315490723,0.9999983310699463,0.5820313692092896,0.38008782267570496,-0.3384656310081482,0.9999923706054688,0.4740210175514221,0.38657331466674805,-0.30787649750709534,0.9999818205833435,0.6061681509017944,0.5288187861442566,-0.3040153980255127,0.9940361976623535,0.4488564431667328,0.5282598733901978,-0.2623635530471802,0.9894590377807617,0.6172524094581604,0.6863833069801331,-0.35043442249298096,0.9825012683868408,0.43307751417160034,0.684034526348114,-0.3241367042064667,0.9692240953445435,0.6221388578414917,0.7227873206138611,-0.376507431268692,0.9539850354194641,0.42724379897117615,0.7215524315834045,-0.3484259247779846,0.9294199347496033,0.6154652833938599,0.7221912145614624,-0.403546005487442,0.9579352736473083,0.43448853492736816,0.72110915184021,-0.3817305564880371,0.9364479780197144,0.6127828359603882,0.7139047384262085,-0.3611298203468323,0.9557515382766724,0.4382480978965759,0.7085928320884705,-0.3390346169471741,0.9363083839416504,0.5594014525413513,0.5354555249214172,-0.005858766846358776,0.9999247789382935,0.49893102049827576,0.5370197892189026,0.005803012754768133,0.9999066591262817,0.581330418586731,0.7068995237350464,-0.2660161852836609,0.9867280721664429,0.46251344680786133,0.6964302659034729,-0.2462526261806488,0.9898521304130554,0.5745356678962708,0.8882269263267517,-0.05458444356918335,0.988930344581604,0.4691189229488373,0.8830660581588745,-0.03900066763162613,0.9889935255050659,0.5676320195198059,0.9123767614364624,-0.042011160403490067,0.8432745337486267,0.47685033082962036,0.9080371260643005,-0.02559380605816841,0.8561519384384155,0.5823855400085449,0.9534727931022644,-0.18566109240055084,0.9800551533699036,0.45283469557762146,0.9431565403938293,-0.15842178463935852,0.981759786605835
normal,0.5240825414657593,0.3355981111526489,-0.5890939235687256,0.9999986290931702,0.529565155506134,0.3117934465408325,-0.576076090335846,0.9999964237213135,0.5333120822906494,0.3107813894748688,-0.5760542154312134,0.9999961256980896,0.5359591841697693,0.3099236488342285,-0.5761865377426147,0.9999964833259583,0.5177584886550903,0.3110734224319458,-0.5744653940200806,0.9999955296516418,0.5140652656555176,0.3095002770423889,-0.5745058655738831,0.9999949336051941,0.5102307200431824,0.3082171678543091,-0.5744471549987793,0.9999949336051941,0.5407490134239197,0.30543917417526245,-0.46204566955566406,0.9999937415122986,0.5065515041351318,0.3056880235671997,-0.45336008071899414,0.9999914169311523,0.5309282541275024,0.3494091033935547,-0.5429356098175049,0.9999986290931702,0.5166997909545898,0.34995076060295105,-0.5404425859451294,0.9999982118606567,0.5816277861595154,0.4053897559642792,-0.3506520688533783,0.9999929070472717,0.4736426770687103,0.40846285223960876,-0.3173961043357849,0.999977171421051,0.6062442064285278,0.5567719340324402,-0.3356417715549469,0.9944320917129517,0.4484138488769531,0.5537852644920349,-0.28382396697998047,0.9890633821487427,0.6188899874687195,0.7156733870506287,-0.38648563623428345,0.983418345451355,0.43157491087913513,0.7091861963272095,-0.3504438102245331,0.9654462933540344,0.6251628398895264,0.7521008253097534,-0.414274126291275,0.955775797367096,0.4237637519836426,0.7456693649291992,-0.3759725093841553,0.9213510155677795,0.6164979338645935,0.7523665428161621,-0.4398752748966217,0.9596168398857117,0.4328545928001404,0.7458949685096741,-0.4088679850101471,0.9292684197425842,0.6137531399726868,0.7417401075363159,-0.39675769209861755,0.957416832447052,0.4366993010044098,0.7325188517570496,-0.3651537299156189,0.9296776056289673,0.5584605932235718,0.5434690713882446,-0.005159988068044186,0.9999299645423889,0.49850767850875854,0.5445419549942017,0.0051754675805568695,0.9999100565910339,0.5811079740524292,0.705628514289856,-0.3051134943962097,0.9844613075256348,0.4628278315067291,0.6963339447975159,-0.2738291621208191,0.9881418943405151,0.574525773525238,0.8882309794425964,-0.0920976847410202,0.9866700768470764,0.46909475326538086,0.8814922571182251,-0.07071763277053833,0.9870758056640625,0.5679588913917542,0.9126765727996826,-0.07858271896839142,0.833808958530426,0.47680163383483887,0.9070853590965271,-0.05730569362640381,0.8526025414466858,0.5822475552558899,0.9531689286231995,-0.22617146372795105,0.9761599898338318,0.453363835811615,0.9417588710784912,-0.1956186294555664,0.9790591597557068
normal,0.5239773988723755,0.3626801669597626,-0.5730990171432495,0.9999982118606567,0.5295786261558533,0.34081926941871643,-0.5608074069023132,0.9999959468841553,0.5333120822906494,0.3393772542476654,-0.5607931613922119,0.9999956488609314,0.5359643697738647,0.33809712529182434,-0.5609297156333923,0.9999961853027344,0.5177587270736694,0.3400883674621582,-0.5595451593399048,0.9999946355819702,0.5140559673309326,0.33801814913749695,-0.5595744848251343,0.999993622303009,0.5102300047874451,0.3362118899822235,-0.5595182180404663,0.9999935030937195,0.5406700968742371,0.33281978964805603,-0.45111098885536194,0.9999935030937195,0.5063588619232178,0.33286529779434204,-0.4440372884273529,0.9999891519546509,0.5306538939476013,0.3777640759944916,-0.5284692049026489,0.9999985098838806,0.516399085521698,0.3765052258968353,-0.5264004468917847,0.9999979138374329,0.5816388726234436,0.4280574321746826,-0.34468555450439453,0.9999931454658508,0.47315511107444763,0.4290464222431183,-0.31515932083129883,0.9999696612358093,0.6062890291213989,0.5813592076301575,-0.34226304292678833,0.9946728944778442,0.44623225927352905,0.5802870988845825,-0.2898121774196625,0.9883422255516052,0.618921160697937,0.7337492108345032,-0.3961608409881592,0.9839520454406738,0.4298240542411804,0.727366030216217,-0.35186758637428284,0.9605500102043152,0.6264657974243164,0.772670328617096,-0.4239899218082428,0.9565337896347046,0.42136111855506897,0.7634632587432861,-0.37626856565475464,0.9112462401390076,0.6164621710777283,0.7723137140274048,-0.44698137044906616,0.9604057669639587,0.4315814971923828,0.7661155462265015,-0.406660258769989,0.9204468727111816,0.6134642362594604,0.760713517665863,-0.40581655502319336,0.9581966400146484,0.4356608986854553,0.7511439919471741,-0.36544540524482727,0.921714186668396,0.5584391355514526,0.5529996752738953,-0.003837063442915678,0.999933660030365,0.49842897057533264,0.5533260107040405,0.003893175395205617,0.9999107718467712,0.58107590675354,0.7055416703224182,-0.303747296333313,0.9800008535385132,0.462807834148407,0.6962414383888245,-0.27756524085998535,0.9842633605003357,0.5745142698287964,0.8888986110687256,-0.09256536513566971,0.9820439219474792,0.4690686762332916,0.8801444172859192,-0.07739008218050003,0.9837098121643066,0.5680959224700928,0.9136928915977478,-0.07860617339611053,0.8214979767799377,0.4767645299434662,0.9060667157173157,-0.06378082185983658,0.8450953364372253,0.5823225378990173,0.9528736472129822,-0.21933910250663757,0.9695337414741516,0.45337551832199097,0.9415498375892639,-0.1990644633769989,0.9742822051048279
normal,0.52305006980896,0.3867506682872772,-0.5929914712905884,0.9999979734420776,0.5294488668441772,0.36526933312416077,-0.58026123046875,0.999995768070221,0.5332870483398438,0.36396920680999756,-0.5802520513534546,0.9999954104423523,0.535956621170044,0.3628401458263397,-0.5804044604301453,0.9999960660934448,0.5168458223342896,0.36496132612228394,-0.5781500935554504,0.9999942183494568,0.512847900390625,0.3633044362068176,-0.5781835913658142,0.9999929666519165,0.5094376802444458,0.3617097735404968,-0.5781335234642029,0.999992847442627,0.5406930446624756,0.35698696970939636,-0.46922653913497925,0.9999935030937195,0.5056153535842896,0.35763078927993774,-0.458468496799469,0.9999881982803345,0.5301885604858398,0.40076011419296265,-0.5480538606643677,0.9999984502792358,0.5155060291290283,0.40128204226493835,-0.5448856949806213,0.9999977946281433,0.5816046595573425,0.4501855671405792,-0.358442097902298,0.9999932646751404,0.4728725850582123,0.4492526054382324,-0.32793959975242615,0.9999642372131348,0.6063463091850281,0.6086611747741699,-0.3611317276954651,0.9948222637176514,0.4445565342903137,0.6033895611763,-0.30686160922050476,0.9879735708236694,0.6189044713973999,0.7541504502296448,-0.4168799817562103,0.9841951727867126,0.42850202322006226,0.745445191860199,-0.3710218071937561,0.9583841562271118,0.6269861459732056,0.7920482158660889,-0.4461008608341217,0.9566251635551453,0.4204631447792053,0.7809416651725769,-0.3968103528022766,0.9058218598365784,0.6162910461425781,0.792223334312439,-0.46846967935562134,0.9606223702430725,0.4300859570503235,0.7865297794342041,-0.4257858693599701,0.915739119052887,0.6132082343101501,0.7839919328689575,-0.4264872670173645,0.9582653641700745,0.4344143271446228,0.7746792435646057,-0.3841622471809387,0.9174034595489502,0.5581545233726501,0.5630864500999451,-0.003225702326744795,0.999937891960144,0.4982493817806244,0.5622252821922302,0.003277801675722003,0.9999138116836548,0.5814346075057983,0.7076293230056763,-0.30598634481430054,0.9751372337341309,0.4608024060726166,0.7005516886711121,-0.28403306007385254,0.9803218245506287,0.5743624567985535,0.8899887800216675,-0.08694501966238022,0.977911651134491,0.4690384864807129,0.8810533881187439,-0.0754181370139122,0.9814512133598328,0.5681101083755493,0.914306640625,-0.07218252122402191,0.8124043345451355,0.4767417907714844,0.909075915813446,-0.06094054505228996,0.8408393263816833,0.5826226472854614,0.9528627991676331,-0.21362650394439697,0.9642965793609619,0.4521256983280182,0.9411797523498535,-0.19873623549938202,0.9710707068443298
normal,0.5226797461509705,0.41220954060554504,-0.6276087164878845,0.9999971985816956,0.529342770576477,0.3889724314212799,-0.613896906375885,0.9999947547912598,0.5332316756248474,0.38742795586586,-0.6138936877250671,0.9999940991401672,0.5359116792678833,0.38584598898887634,-0.614050567150116,0.9999951720237732,0.5160457491874695,0.3886461853981018,-0.6118748784065247,0.9999926090240479,0.511757493019104,0.3870464861392975,-0.6119166612625122,0.999990701675415,0.5083788633346558,0.3853597342967987,-0.6118841171264648,0.9999908208847046,0.540614902973175,0.37894493341445923,-0.49670642614364624,0.9999921321868896,0.5048268437385559,0.3795095682144165,-0.4861184060573578,0.9999840259552002,0.5298381447792053,0.4252084195613861,-0.580376148223877,0.999998152256012,0.5148786306381226,0.4263031780719757,-0.5772256851196289,0.9999973177909851,0.5816122889518738,0.4718434512615204,-0.378345787525177,0.9999924898147583,0.4728018343448639,0.4636944532394409,-0.35234948992729187,0.9999547004699707,0.6064116954803467,0.6303279995918274,-0.3926243185997009,0.9947105050086975,0.44319528341293335,0.625184178352356,-0.34788715839385986,0.9878388047218323,0.6188086867332458,0.7727315425872803,-0.4589041769504547,0.9830679297447205,0.4271208643913269,0.7608824968338013,-0.41748228669166565,0.9567925930023193,0.6271628141403198,0.81212317943573,-0.4922875463962555,0.953460156917572,0.41952186822891235,0.796344518661499,-0.44696274399757385,0.9013548493385315,0.6162506341934204,0.8134984374046326,-0.5141904354095459,0.9579162001609802,0.4277779459953308,0.800262451171875,-0.47590047121047974,0.9116533994674683,0.6130133271217346,0.8044251203536987,-0.46914345026016235,0.9552809596061707,0.4322940409183502,0.7908692955970764,-0.43089181184768677,0.9133487343788147,0.5576651096343994,0.5730987787246704,-0.002584527712315321,0.9999408721923828,0.4980757236480713,0.5707667469978333,0.002667158143594861,0.999914288520813,0.5820118188858032,0.7081717252731323,-0.34065017104148865,0.9702368378639221,0.4605793058872223,0.701290488243103,-0.31803789734840393,0.974848210811615,0.5739515423774719,0.891913115978241,-0.10627655684947968,0.9728467464447021,0.4691101908683777,0.8819423317909241,-0.09629455953836441,0.9785568714141846,0.5679299235343933,0.9157170057296753,-0.08995706588029861,0.8024154305458069,0.476787269115448,0.9108312129974365,-0.08050362765789032,0.8372196555137634,0.5828241109848022,0.9523733258247375,-0.23943689465522766,0.9583032131195068,0.45182639360427856,0.9409705996513367,-0.22797361016273499,0.9670704007148743
normal,0.5225082039833069,0.4352720081806183,-0.6467264890670776,0.9999966025352478,0.5292067527770996,0.4105016589164734,-0.6324498653411865,0.9999939799308777,0.5331300497055054,0.4088074862957001,-0.6324535012245178,0.9999929070472717,0.5358303785324097,0.40694355964660645,-0.6326125860214233,0.9999943971633911,0.5155665278434753,0.41039764881134033,-0.6300617456436157,0.999991238117218,0.511147141456604,0.4085291028022766,-0.6301055550575256,0.9999887347221375,0.5076079964637756,0.40671485662460327,-0.6300796866416931,0.9999891519546509,0.5405385494232178,0.39808952808380127,-0.5107990503311157,0.9999906420707703,0.50392746925354,0.39882010221481323,-0.4988188147544861,0.9999801516532898,0.5296516418457031,0.446416974067688,-0.5978745222091675,0.9999979138374329,0.5146891474723816,0.4485112130641937,-0.5943325757980347,0.9999970197677612,0.5811581015586853,0.48503100872039795,-0.38674870133399963,0.9999915361404419,0.47261714935302734,0.47686567902565,-0.3618926703929901,0.9999451637268066,0.6064655184745789,0.643065333366394,-0.4048166871070862,0.9944130778312683,0.4420700669288635,0.6323341131210327,-0.36447423696517944,0.9878157377243042,0.6187999844551086,0.7867391109466553,-0.475787490606308,0.9811214804649353,0.4247378408908844,0.7765606641769409,-0.4376782774925232,0.9562501311302185,0.62671959400177,0.8266394138336182,-0.5109280347824097,0.9488016366958618,0.41745081543922424,0.8124096393585205,-0.46890702843666077,0.8991711139678955,0.6160554885864258,0.8284295201301575,-0.5328785181045532,0.95382159948349,0.42494645714759827,0.8155491352081299,-0.498555988073349,0.9095248579978943,0.6125231981277466,0.8158950805664062,-0.48638707399368286,0.9506651163101196,0.42941969633102417,0.8067724704742432,-0.45166730880737305,0.9108082056045532,0.5562437176704407,0.5833411812782288,-0.0021530580706894398,0.9999445676803589,0.497504860162735,0.582464873790741,0.002254757797345519,0.9999154210090637,0.5830928087234497,0.7088730931282043,-0.3548361659049988,0.9671666026115417,0.4602753520011902,0.7032674551010132,-0.323788583278656,0.9706049561500549,0.5738062262535095,0.8930604457855225,-0.11149027198553085,0.9698315262794495,0.4692392945289612,0.8819762468338013,-0.09426135569810867,0.9769906401634216,0.5678688287734985,0.9171257615089417,-0.09434591233730316,0.7983146905899048,0.4768940508365631,0.9107741713523865,-0.0777951031923294,0.8372359871864319,0.5840868949890137,0.9511160850524902,-0.24744823575019836,0.9553890824317932,0.45171022415161133,0.9396123290061951,-0.22837874293327332,0.9650092720985413
normal,0.522017240524292,0.4463386833667755,-0.7155960202217102,0.9999950528144836,0.5289770364761353,0.4222499132156372,-0.6989933252334595,0.9999915957450867,0.5329650640487671,0.42009133100509644,-0.6990187168121338,0.9999894499778748,0.5356948375701904,0.4181520342826843,-0.6992014050483704,0.9999918341636658,0.515021800994873,0.42321574687957764,-0.6965826153755188,0.9999870657920837,0.5106777548789978,0.42160576581954956,-0.6966277360916138,0.9999828934669495,0.5070054531097412,0.41958826780319214,-0.6966240406036377,0.9999838471412659,0.540473997592926,0.40981510281562805,-0.5648760199546814,0.9999851584434509,0.5030609369277954,0.41248080134391785,-0.5536816120147705,0.9999670386314392,0.5294417142868042,0.4580239951610565,-0.6623896956443787,0.9999971985816956,0.5142411589622498,0.45993560552597046,-0.6590873599052429,0.9999961256980896,0.5804756879806519,0.4922534227371216,-0.4280339181423187,0.9999893307685852,0.4719758629798889,0.48841583728790283,-0.4032023549079895,0.9999200105667114,0.6062971353530884,0.6532496809959412,-0.45245805382728577,0.9939382672309875,0.4413376748561859,0.6444129943847656,-0.4147244989871979,0.9871645569801331,0.6187284588813782,0.7963646054267883,-0.5352836847305298,0.9775180220603943,0.4224828779697418,0.7867670655250549,-0.5010091662406921,0.9529693126678467,0.626428484916687,0.8333079218864441,-0.5753668546676636,0.94045490026474,0.4158095419406891,0.8225010633468628,-0.5366489291191101,0.8918036222457886,0.6159958243370056,0.8359405398368835,-0.5979706048965454,0.9462302923202515,0.423384428024292,0.8252386450767517,-0.5676543712615967,0.9024280905723572,0.6121659874916077,0.8228336572647095,-0.5465267896652222,0.9418217539787292,0.4270123839378357,0.8157539367675781,-0.5159105062484741,0.9017083644866943,0.5550652742385864,0.5879380702972412,-0.0006786052836105227,0.9999474883079529,0.497261106967926,0.5867183208465576,0.0008402338135056198,0.999911367893219,0.584456205368042,0.7075408697128296,-0.3885079324245453,0.9639319777488708,0.46052879095077515,0.7029257416725159,-0.3508773744106293,0.965571939945221,0.5737149715423584,0.8932055234909058,-0.1145751029253006,0.966054379940033,0.46987953782081604,0.8814791440963745,-0.09590858221054077,0.9755178093910217,0.5674397349357605,0.9171363115310669,-0.09508325159549713,0.7973214983940125,0.4774870276451111,0.9093790650367737,-0.07776670902967453,0.8374794125556946,0.5844528079032898,0.9503675699234009,-0.2578948736190796,0.9516659379005432,0.4518660008907318,0.9375690221786499,-0.24133825302124023,0.9626004099845886
