knee_angle,hip_angle,heel_angle,valid1,valid2,valid3,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
109,96,75,0,0,0,0.42229804396629333,0.3139258623123169,-0.1987389624118805,0.9999660849571228,0.4241170287132263,0.2960907816886902,-0.20688970386981964,0.9999799132347107,0.4264979362487793,0.2947094440460205,-0.2068806141614914,0.9999833703041077,0.42885929346084595,0.293242871761322,-0.2069503515958786,0.9999834299087524,0.419048935174942,0.2963886857032776,-0.18156486749649048,0.9999762177467346,0.4179717004299164,0.29528918862342834,-0.18157419562339783,0.9999713897705078,0.4169369637966156,0.2940414547920227,-0.18154405057430267,0.9999679923057556,0.4404013156890869,0.2901223301887512,-0.1872941255569458,0.999983012676239,0.426304429769516,0.2899228632450104,-0.07472874969244003,0.9999428391456604,0.43220585584640503,0.32664552330970764,-0.1878257691860199,0.9999489784240723,0.4256727695465088,0.32640504837036133,-0.15577475726604462,0.9999105930328369,0.4644943177700043,0.3630628287792206,-0.2395671159029007,0.9999492764472961,0.4616125524044037,0.3484437167644501,0.07953290641307831,0.9988945126533508,0.4136301875114441,0.48261308670043945,-0.2442484200000763,0.9669148921966553,0.44465428590774536,0.44283899664878845,0.20472387969493866,0.11167804896831512,0.39873212575912476,0.38066917657852173,-0.14729884266853333,0.8845162987709045,0.41405653953552246,0.41006165742874146,0.25092071294784546,0.11549931764602661,0.3907356560230255,0.35772091150283813,-0.14791952073574066,0.8459230661392212,0.41767367720603943,0.4090856909751892,0.2680222988128662,0.1251649409532547,0.4016386568546295,0.3510080575942993,-0.19993482530117035,0.8469898104667664,0.41814762353897095,0.394363135099411,0.26250651478767395,0.12297680228948593,0.40650519728660583,0.3573698401451111,-0.19665180146694183,0.7969301342964172,0.42056527733802795,0.39711517095565796,0.24908201396465302,0.12206342071294785,0.5460007786750793,0.5437802076339722,-0.09981928765773773,0.9997967481613159,0.5304653644561768,0.527001678943634,0.09996175765991211,0.999277651309967,0.4504774510860443,0.6013377904891968,-0.16484811902046204,0.9831891059875488,0.4462417960166931,0.5683051347732544,0.11089129745960236,0.6234468817710876,0.49049457907676697,0.7890229225158691,-0.13677926361560822,0.9910994172096252,0.4838116765022278,0.7420471906661987,0.15860961377620697,0.7451751232147217,0.5054739713668823,0.818164050579071,-0.13325458765029907,0.9845101237297058,0.49654895067214966,0.7574968934059143,0.161433145403862,0.775708794593811,0.447284072637558,0.8181395530700684,-0.1610478162765503,0.9892901182174683,0.4489864408969879,0.7825493812561035,0.157342791557312,0.7990493178367615
102,88,75,0,0,0,0.421823114156723,0.33498242497444153,-0.1825585514307022,0.9999682903289795,0.4222492575645447,0.3175378739833832,-0.19012604653835297,0.9999814033508301,0.42416587471961975,0.31558486819267273,-0.19002942740917206,0.9999845623970032,0.4260668158531189,0.31349045038223267,-0.19004985690116882,0.999984622001648,0.4186016917228699,0.31855663657188416,-0.1694343537092209,0.9999780654907227,0.41801705956459045,0.31738778948783875,-0.16947054862976074,0.9999733567237854,0.41744881868362427,0.31609776616096497,-0.16940055787563324,0.9999699592590332,0.43714064359664917,0.30805933475494385,-0.17445088922977448,0.9999838471412659,0.42654499411582947,0.3105718791484833,-0.06358832120895386,0.999946653842926,0.4314519464969635,0.34630873799324036,-0.17488601803779602,0.9999500513076782,0.426278680562973,0.3461650013923645,-0.1515328586101532,0.9999130368232727,0.4619017243385315,0.38098934292793274,-0.22410419583320618,0.9999487996101379,0.4623490869998932,0.36710596084594727,0.08986271172761917,0.9988498687744141,0.4134705066680908,0.4956415295600891,-0.214043527841568,0.9649932384490967,0.44325557351112366,0.4659799337387085,0.20217999815940857,0.10368337482213974,0.3991851210594177,0.3953711986541748,-0.07215042412281036,0.8890937566757202,0.41054075956344604,0.43956151604652405,0.2415452003479004,0.10635225474834442,0.39218848943710327,0.3749707043170929,-0.06769564747810364,0.8513896465301514,0.4117918610572815,0.44395697116851807,0.2596898376941681,0.11581090092658997,0.4031452536582947,0.36674708127975464,-0.0910012274980545,0.8523092865943909,0.4146139621734619,0.45424291491508484,0.25524136424064636,0.11368679255247116,0.4080383777618408,0.37339502573013306,-0.08850619196891785,0.8038426637649536,0.416027307510376,0.4489954710006714,0.23993094265460968,0.11315744370222092,0.5460797548294067,0.5557592511177063,-0.09994135797023773,0.9998059868812561,0.5309246778488159,0.5409202575683594,0.100034698843956,0.9993082284927368,0.4489916265010834,0.6002803444862366,-0.18445000052452087,0.9817266464233398,0.4457303583621979,0.5770745277404785,0.12372143566608429,0.6175415515899658,0.49066001176834106,0.789080023765564,-0.19365975260734558,0.9909875392913818,0.48298415541648865,0.7421318888664246,0.16502806544303894,0.7316916584968567,0.5071322917938232,0.81819748878479,-0.19416441023349762,0.984289288520813,0.4950014054775238,0.7569138407707214,0.1674181967973709,0.770503580570221,0.44790878891944885,0.8182700276374817,-0.22939710319042206,0.9893969297409058,0.44749969244003296,0.7850343585014343,0.1674845665693283,0.791379988193512
98,83,75,0,0,0,0.42121344804763794,0.3436397910118103,-0.19626745581626892,0.9999712705612183,0.4226149916648865,0.3240680992603302,-0.19793584942817688,0.9999831914901733,0.4250503480434418,0.3219681978225708,-0.19787299633026123,0.9999859929084778,0.4277872145175934,0.3194294273853302,-0.1979106366634369,0.9999860525131226,0.41802603006362915,0.3268906772136688,-0.17603039741516113,0.9999802112579346,0.41716980934143066,0.3269038200378418,-0.17605677247047424,0.9999759197235107,0.41629108786582947,0.3269236981868744,-0.17598950862884521,0.9999728202819824,0.4397350251674652,0.316813200712204,-0.16598783433437347,0.9999852180480957,0.425234854221344,0.32483750581741333,-0.06243514269590378,0.9999517202377319,0.4307706356048584,0.354867547750473,-0.18094602227210999,0.9999537467956543,0.4249590039253235,0.35756102204322815,-0.15364541113376617,0.9999204277992249,0.4612821936607361,0.39896756410598755,-0.20768892765045166,0.9999422430992126,0.46082156896591187,0.38904011249542236,0.08840695023536682,0.998887300491333,0.41206780076026917,0.5124196410179138,-0.19020943343639374,0.9646852612495422,0.43841490149497986,0.49829161167144775,0.1308307945728302,0.10265164822340012,0.3984820246696472,0.4052095115184784,-0.042041562497615814,0.8946676850318909,0.4142843782901764,0.49658554792404175,0.07226113975048065,0.10404699295759201,0.3907948136329651,0.3891197144985199,-0.040127143263816833,0.85723876953125,0.41011276841163635,0.5000870227813721,0.07970821112394333,0.11366532742977142,0.40253859758377075,0.38132935762405396,-0.050207607448101044,0.8579781651496887,0.41099339723587036,0.5075920820236206,0.0762125700712204,0.11126887798309326,0.40799522399902344,0.38614553213119507,-0.044135771691799164,0.8120708465576172,0.41461244225502014,0.5066887736320496,0.06887240707874298,0.11109616607427597,0.5472210645675659,0.5625613331794739,-0.09511391818523407,0.9998085498809814,0.5331318974494934,0.5538395643234253,0.09507542848587036,0.9993454813957214,0.4495185911655426,0.5995395183563232,-0.17529185116291046,0.9806626439094543,0.44724416732788086,0.5900819301605225,0.11325281858444214,0.6149541735649109,0.4907299876213074,0.78883296251297,-0.19052386283874512,0.9901443123817444,0.48255276679992676,0.7538925409317017,0.1303177773952484,0.7224122285842896,0.5075550675392151,0.8176277875900269,-0.19336627423763275,0.983458936214447,0.49507737159729004,0.771849513053894,0.13051696121692657,0.7668178677558899,0.45065513253211975,0.8177571892738342,-0.20137901604175568,0.9889488816261292,0.4462610185146332,0.7903434038162231,0.12775272130966187,0.7860156297683716
92,77,69,0,0,1,0.42109233140945435,0.35994189977645874,-0.1775689572095871,0.999973714351654,0.42217788100242615,0.3392219841480255,-0.17536059021949768,0.9999846816062927,0.42471569776535034,0.33624202013015747,-0.1753123700618744,0.9999871850013733,0.4275573790073395,0.3331080973148346,-0.1753498613834381,0.9999871850013733,0.4175778329372406,0.34371137619018555,-0.15674364566802979,0.9999819993972778,0.41663259267807007,0.34410780668258667,-0.1567566990852356,0.9999780058860779,0.41569462418556213,0.3444262742996216,-0.15666145086288452,0.9999751448631287,0.43976712226867676,0.3299608528614044,-0.13961391150951385,0.9999861717224121,0.42449408769607544,0.34107300639152527,-0.04969032481312752,0.9999558329582214,0.43030208349227905,0.36954328417778015,-0.16039976477622986,0.9999560713768005,0.4247163236141205,0.3736012279987335,-0.13866950571537018,0.9999260306358337,0.4593749940395355,0.4151485860347748,-0.1873001754283905,0.9999352693557739,0.460656076669693,0.4044772684574127,0.08893005549907684,0.9988739490509033,0.4086681306362152,0.5314289331436157,-0.16713356971740723,0.9642474055290222,0.43020638823509216,0.5139912366867065,0.15609456598758698,0.10153789818286896,0.39610737562179565,0.43289947509765625,-0.028642436489462852,0.9005023837089539,0.4095764756202698,0.4861394762992859,0.1704557240009308,0.1013096496462822,0.38853180408477783,0.41417601704597473,-0.028043124824762344,0.8643818497657776,0.40426239371299744,0.4805466830730438,0.1871332824230194,0.11047811061143875,0.3992921710014343,0.40585941076278687,-0.03740133345127106,0.8648813962936401,0.4061262011528015,0.47420310974121094,0.1868724822998047,0.10774396359920502,0.40508347749710083,0.41011500358581543,-0.028811510652303696,0.8214923739433289,0.41109347343444824,0.4848547577857971,0.17034399509429932,0.10778706520795822,0.546328604221344,0.5762149095535278,-0.09014953672885895,0.999804675579071,0.5341125726699829,0.5648199319839478,0.09015678614377975,0.9993560910224915,0.4471379220485687,0.6041641235351562,-0.1635473072528839,0.9789320826530457,0.4469326138496399,0.5888649821281433,0.10846132040023804,0.6114503741264343,0.49091440439224243,0.7910995483398438,-0.18053984642028809,0.988986074924469,0.4820162355899811,0.7521978616714478,0.12182339280843735,0.7094621062278748,0.5084056258201599,0.8213498592376709,-0.18262600898742676,0.9820399284362793,0.49333181977272034,0.7662797570228577,0.12209901958703995,0.7617345452308655,0.45042848587036133,0.8168529272079468,-0.1887284219264984,0.9881282448768616,0.44535285234451294,0.7898107171058655,0.12609027326107025,0.7779722213745117
83,68,69,0,0,1,0.42055273056030273,0.3773072063922882,-0.16575023531913757,0.9999751448631287,0.4218328595161438,0.35738155245780945,-0.16516795754432678,0.9999855756759644,0.42458146810531616,0.3546566367149353,-0.16513821482658386,0.9999878406524658,0.4277121424674988,0.35153546929359436,-0.16518613696098328,0.9999878406524658,0.41664355993270874,0.36110103130340576,-0.14717790484428406,0.9999833106994629,0.41545724868774414,0.3613378405570984,-0.1471957266330719,0.9999793767929077,0.4143000543117523,0.3615292012691498,-0.14712512493133545,0.9999765753746033,0.4401330053806305,0.3483034670352936,-0.132661834359169,0.9999861121177673,0.4222191274166107,0.3586331307888031,-0.048570867627859116,0.999958336353302,0.429610013961792,0.3878166675567627,-0.15114016830921173,0.9999551773071289,0.42343297600746155,0.3921318054199219,-0.13012182712554932,0.9999280571937561,0.45838379859924316,0.43419185280799866,-0.17626896500587463,0.9999147653579712,0.4586743414402008,0.4141247570514679,0.08371621370315552,0.9987452626228333,0.40920963883399963,0.545606791973114,-0.1573633998632431,0.9608271718025208,0.42173832654953003,0.5219979882240295,0.1501760184764862,0.09794563800096512,0.39600327610969543,0.4550555348396301,-0.030505940318107605,0.9044132828712463,0.3988707661628723,0.4974420666694641,0.15933261811733246,0.097859226167202,0.3882295489311218,0.4324854612350464,-0.03205795958638191,0.8701857328414917,0.3926126956939697,0.4836842119693756,0.17238624393939972,0.10775198042392731,0.39913180470466614,0.4242858588695526,-0.042447056621313095,0.8704675436019897,0.39696961641311646,0.4906674325466156,0.169399231672287,0.1048240140080452,0.404716432094574,0.4298211932182312,-0.031290553510189056,0.8293971419334412,0.40550297498703003,0.4910888969898224,0.15759003162384033,0.10526314377784729,0.546364426612854,0.5924538373947144,-0.08141765743494034,0.9997848868370056,0.5342340469360352,0.577039897441864,0.08140276372432709,0.999315083026886,0.44519439339637756,0.60603266954422,-0.14476200938224792,0.9759440422058105,0.44679322838783264,0.5903962254524231,0.11223550885915756,0.5931923389434814,0.4908836781978607,0.7911006212234497,-0.15247449278831482,0.9866758584976196,0.4811755120754242,0.7516257166862488,0.13595759868621826,0.6818127632141113,0.5081697702407837,0.821547269821167,-0.15338948369026184,0.979110062122345,0.4912572503089905,0.7642655372619629,0.13770246505737305,0.741701066493988,0.4503788948059082,0.8168743848800659,-0.1697922945022583,0.9859437346458435,0.4454854130744934,0.7894482016563416,0.1468922197818756,0.7570869326591492
77,62,68,0,0,1,0.4195847511291504,0.3887406289577484,-0.15787845849990845,0.9999765753746033,0.4211181700229645,0.36947202682495117,-0.1580720692873001,0.9999865293502808,0.4240291714668274,0.3664979338645935,-0.15803317725658417,0.9999885559082031,0.4274183213710785,0.36299845576286316,-0.15809094905853271,0.9999885559082031,0.41565948724746704,0.374006986618042,-0.14021167159080505,0.9999845623970032,0.4144761562347412,0.37446144223213196,-0.1402282863855362,0.9999807476997375,0.4133527874946594,0.37496519088745117,-0.14015725255012512,0.9999780058860779,0.4398801922798157,0.3592251241207123,-0.12328940629959106,0.9999862313270569,0.4211942255496979,0.37102991342544556,-0.042581312358379364,0.999960720539093,0.42914333939552307,0.3981344997882843,-0.14360311627388,0.9999547004699707,0.4228282868862152,0.4030182659626007,-0.12154215574264526,0.9999303817749023,0.45890504121780396,0.44563114643096924,-0.16358986496925354,0.9998970627784729,0.45429521799087524,0.42669880390167236,0.08426488935947418,0.99858158826828,0.407783180475235,0.5556851625442505,-0.13885629177093506,0.9601369500160217,0.4166939854621887,0.5231608152389526,0.1669103354215622,0.09872470796108246,0.397144615650177,0.46609383821487427,-0.012176109477877617,0.900290846824646,0.3979167640209198,0.47245243191719055,0.21929574012756348,0.09232471883296967,0.3891449272632599,0.4430449306964874,-0.014229973778128624,0.8635340929031372,0.3906451165676117,0.45605796575546265,0.23372451961040497,0.10165122896432877,0.4002639651298523,0.4357928931713104,-0.02766641601920128,0.8634423613548279,0.3990589678287506,0.4539203941822052,0.23649823665618896,0.09870591014623642,0.40559592843055725,0.44223856925964355,-0.01475638709962368,0.8238248229026794,0.4051254689693451,0.4560982882976532,0.22064730525016785,0.09937942773103714,0.5464156866073608,0.6025911569595337,-0.0807289332151413,0.9997798800468445,0.533373236656189,0.5887795090675354,0.08068661391735077,0.9993189573287964,0.4461149573326111,0.6051954627037048,-0.1451001912355423,0.9733052253723145,0.4452671408653259,0.5918116569519043,0.10331232845783234,0.5787414908409119,0.49081912636756897,0.7909810543060303,-0.1475747972726822,0.9848794341087341,0.4802497327327728,0.7511906027793884,0.10719313472509384,0.6590210795402527,0.5080078840255737,0.8201653361320496,-0.14668266475200653,0.9772526025772095,0.4903857707977295,0.7632207870483398,0.10674893856048584,0.7273637056350708,0.4500950872898102,0.814872145652771,-0.16246315836906433,0.9842624664306641,0.44369474053382874,0.7892137169837952,0.11380376666784286,0.7380443215370178
75,60,66,0,0,1,0.4178428649902344,0.3978613018989563,-0.1376982480287552,0.9999781847000122,0.4190948009490967,0.3796212077140808,-0.14112940430641174,0.9999875426292419,0.4215586185455322,0.37685075402259827,-0.14109426736831665,0.9999893307685852,0.4243299067020416,0.37376654148101807,-0.14114972949028015,0.9999893307685852,0.41460758447647095,0.3838116526603699,-0.12098698318004608,0.9999858140945435,0.41376549005508423,0.3840307891368866,-0.12100176513195038,0.9999821782112122,0.4129568040370941,0.38438335061073303,-0.12093941122293472,0.9999796152114868,0.43695297837257385,0.3686797320842743,-0.11900158226490021,0.9999866485595703,0.42228609323501587,0.37932127714157104,-0.02910059690475464,0.9999634623527527,0.4270056188106537,0.40728098154067993,-0.1287168562412262,0.9999551773071289,0.4219261109828949,0.4110720455646515,-0.10268666595220566,0.9999338388442993,0.4581008553504944,0.45406240224838257,-0.16452482342720032,0.9998860359191895,0.4562529921531677,0.43605896830558777,0.08606880158185959,0.9985501170158386,0.40535837411880493,0.5652050971984863,-0.1423487365245819,0.9599480032920837,0.41636839509010315,0.5367101430892944,0.13503170013427734,0.10507649183273315,0.3966276943683624,0.4765527546405792,-0.010938651859760284,0.901253879070282,0.39541760087013245,0.4811086058616638,0.13043925166130066,0.0925109013915062,0.38924795389175415,0.451559841632843,-0.01551935076713562,0.8640563488006592,0.3884051442146301,0.4589284658432007,0.13572490215301514,0.1014443039894104,0.4005230963230133,0.44224005937576294,-0.02573121152818203,0.8634918928146362,0.3976050317287445,0.4496515393257141,0.1375640332698822,0.09825819730758667,0.40610018372535706,0.44921213388442993,-0.012267595157027245,0.8257655501365662,0.4031054377555847,0.45653992891311646,0.12971532344818115,0.09916937351226807,0.5464053750038147,0.6119816899299622,-0.08223466575145721,0.9997764825820923,0.53431636095047,0.5941740274429321,0.08219409734010696,0.9993266463279724,0.4453040063381195,0.6106371283531189,-0.14284726977348328,0.9718214273452759,0.4453745484352112,0.5954374670982361,0.11301678419113159,0.5566680431365967,0.4906020164489746,0.7919284105300903,-0.14187410473823547,0.9835464358329773,0.48035717010498047,0.7505994439125061,0.14001381397247314,0.6339004039764404,0.5079116821289062,0.8210784792900085,-0.14116168022155762,0.9761803150177002,0.4908425807952881,0.7630326151847839,0.14183706045150757,0.7129978537559509,0.44916635751724243,0.8143221735954285,-0.15269450843334198,0.982695996761322,0.4433133006095886,0.7879496216773987,0.12646222114562988,0.7186208963394165
76,61,64,0,0,1,0.418040931224823,0.3984348773956299,-0.13711793720722198,0.9999796748161316,0.4195411205291748,0.3799300789833069,-0.1391265094280243,0.9999884963035583,0.4218788743019104,0.37727516889572144,-0.13909298181533813,0.9999900460243225,0.4243975579738617,0.3746974468231201,-0.1391492486000061,0.9999900460243225,0.4151495397090912,0.3846275210380554,-0.11897625774145126,0.999987006187439,0.41431060433387756,0.3852360248565674,-0.11898251622915268,0.999983549118042,0.41346651315689087,0.3857511878013611,-0.11891534179449081,0.999981164932251,0.43621373176574707,0.37234076857566833,-0.10995268821716309,0.9999870657920837,0.4227535128593445,0.38070183992385864,-0.02034790627658367,0.9999661445617676,0.4271926283836365,0.4084341824054718,-0.12588804960250854,0.9999556541442871,0.42200079560279846,0.4124632477760315,-0.0997004583477974,0.9999375343322754,0.45521077513694763,0.4544210135936737,-0.157582625746727,0.9998812079429626,0.457498699426651,0.4387705624103546,0.09742492437362671,0.9985523223876953,0.4032522737979889,0.5644363760948181,-0.13598878681659698,0.960669994354248,0.41754093766212463,0.5447297096252441,0.14512667059898376,0.10916363447904587,0.39466869831085205,0.4681633412837982,-0.0023338396567851305,0.9039881825447083,0.39598751068115234,0.48113349080085754,0.13754954934120178,0.09205105900764465,0.38575154542922974,0.4450697600841522,-0.00734714325517416,0.866950273513794,0.38618794083595276,0.4577641487121582,0.1470395028591156,0.10052615404129028,0.39629146456718445,0.43755725026130676,-0.01635975018143654,0.8660489320755005,0.39698630571365356,0.4484127163887024,0.14207762479782104,0.09712793678045273,0.40237370133399963,0.4438251852989197,-0.003276936709880829,0.8301476240158081,0.40258604288101196,0.4551182687282562,0.13472838699817657,0.09830226004123688,0.5473717451095581,0.6142802238464355,-0.08454655110836029,0.9997774362564087,0.5362802147865295,0.5941044092178345,0.08452785015106201,0.9993381500244141,0.445026695728302,0.6160719394683838,-0.14089049398899078,0.9706109166145325,0.4453012943267822,0.5964217782020569,0.12841391563415527,0.5298348665237427,0.49056124687194824,0.793174684047699,-0.14231562614440918,0.9822973608970642,0.48053592443466187,0.7500472068786621,0.15554092824459076,0.6071328520774841,0.5078818202018738,0.8225376605987549,-0.14190280437469482,0.9752906560897827,0.4914855360984802,0.7632626891136169,0.15779472887516022,0.6968819499015808,0.4480242133140564,0.8139632344245911,-0.1541379690170288,0.9812673330307007,0.44348829984664917,0.784213662147522,0.173643097281456,0.6973373889923096
79,63,64,0,0,1,0.4185192584991455,0.39632055163383484,-0.12705394625663757,0.9999811053276062,0.4199283719062805,0.37876302003860474,-0.12819287180900574,0.9999893307685852,0.42217907309532166,0.3763526976108551,-0.12815497815608978,0.9999906420707703,0.424642413854599,0.3737999498844147,-0.1282023787498474,0.999990701675415,0.4157080054283142,0.3827938437461853,-0.1093127503991127,0.9999880790710449,0.41488009691238403,0.38333940505981445,-0.10931110382080078,0.999984860420227,0.41406846046447754,0.383835107088089,-0.10924206674098969,0.9999826550483704,0.4358970522880554,0.37097206711769104,-0.09798048436641693,0.9999873042106628,0.4231910705566406,0.3788280189037323,-0.013937671668827534,0.9999687671661377,0.4277569651603699,0.4056326448917389,-0.11578144133090973,0.9999561309814453,0.422352135181427,0.4105999767780304,-0.0912141501903534,0.9999414682388306,0.45555487275123596,0.4503646790981293,-0.14688263833522797,0.9998799562454224,0.45833420753479004,0.4386024475097656,0.09959082305431366,0.9986026883125305,0.40173062682151794,0.5572364926338196,-0.1303533911705017,0.9625317454338074,0.41640347242355347,0.5422123670578003,0.13810186088085175,0.12247449904680252,0.39395764470100403,0.4618571698665619,-0.009365401230752468,0.906512439250946,0.39749863743782043,0.471858948469162,0.1304466426372528,0.09391726553440094,0.3853551149368286,0.4410777986049652,-0.014783536083996296,0.869310200214386,0.38863813877105713,0.45095524191856384,0.13854318857192993,0.10034320503473282,0.3958643078804016,0.4353085458278656,-0.022178377956151962,0.8677154779434204,0.39957600831985474,0.4437187910079956,0.14132733643054962,0.09655066579580307,0.4018680453300476,0.4409181475639343,-0.009865626692771912,0.8335381746292114,0.405087411403656,0.4501459300518036,0.1301119029521942,0.09790518879890442,0.5482317209243774,0.6085898280143738,-0.08236172795295715,0.9997826218605042,0.5374153852462769,0.5922859907150269,0.0823151022195816,0.9993541240692139,0.4451184868812561,0.6161994338035583,-0.14258019626140594,0.9709905982017517,0.4451077878475189,0.5963230729103088,0.13003848493099213,0.5095667243003845,0.4904750883579254,0.7933474183082581,-0.14690473675727844,0.9819263219833374,0.4806722104549408,0.7496229410171509,0.15535470843315125,0.5871248245239258,0.508094072341919,0.8228663206100464,-0.14764414727687836,0.9752206802368164,0.49168840050697327,0.7634910345077515,0.15716728568077087,0.684239387512207,0.4473099112510681,0.814143717288971,-0.1623918116092682,0.9807385206222534,0.4435615539550781,0.7836548089981079,0.1734122335910797,0.6826387047767639
82,67,64,0,0,1,0.41892939805984497,0.3898133635520935,-0.15335240960121155,0.9999825954437256,0.4204002022743225,0.37204089760780334,-0.14853915572166443,0.9999902248382568,0.4226505160331726,0.3694797456264496,-0.1485053449869156,0.9999913573265076,0.42512375116348267,0.3670141100883484,-0.14857278764247894,0.9999914169311523,0.41619062423706055,0.37626728415489197,-0.13150806725025177,0.9999891519546509,0.41534003615379333,0.3765195310115814,-0.13151860237121582,0.9999861717224121,0.4144876003265381,0.37656715512275696,-0.1314343959093094,0.9999841451644897,0.4365324378013611,0.3634854257106781,-0.1132889837026596,0.9999880790710449,0.42303556203842163,0.37158697843551636,-0.01630692556500435,0.9999714493751526,0.42871999740600586,0.39880651235580444,-0.13494592905044556,0.9999581575393677,0.42279672622680664,0.403829962015152,-0.11233804374933243,0.9999459385871887,0.45638853311538696,0.4446292519569397,-0.15908777713775635,0.9998788833618164,0.45821866393089294,0.4299730062484741,0.09916377812623978,0.9986531138420105,0.40252232551574707,0.5519155263900757,-0.1395929753780365,0.9641992449760437,0.4164127707481384,0.5329540371894836,0.14416109025478363,0.1313982754945755,0.3943011164665222,0.45943009853363037,-0.009756000712513924,0.9076940417289734,0.3964748978614807,0.47578349709510803,0.1429223269224167,0.0950765535235405,0.3861686885356903,0.43765872716903687,-0.021880796179175377,0.8694803714752197,0.38809648156166077,0.4554153382778168,0.15202173590660095,0.10020716488361359,0.3963695168495178,0.4317368268966675,-0.030941959470510483,0.8675194978713989,0.40014830231666565,0.4429205060005188,0.15328124165534973,0.09624160081148148,0.40187326073646545,0.43691763281822205,-0.013349993154406548,0.8340116739273071,0.405583918094635,0.451585054397583,0.1423826366662979,0.0977170318365097,0.5481629967689514,0.6058648824691772,-0.08406388014554977,0.9997921586036682,0.5366779565811157,0.5891884565353394,0.08404272794723511,0.9993856549263,0.4454893171787262,0.6190404891967773,-0.14780917763710022,0.9703171253204346,0.44470930099487305,0.5977540016174316,0.12888920307159424,0.49459224939346313,0.4904714524745941,0.7942360639572144,-0.1539696753025055,0.9811872839927673,0.4807705879211426,0.749420702457428,0.15522536635398865,0.5679611563682556,0.508224606513977,0.8233786821365356,-0.15418265759944916,0.9747156500816345,0.49185746908187866,0.7648759484291077,0.15715113282203674,0.6727094054222107,0.44717246294021606,0.8146594762802124,-0.16524194180965424,0.9798426628112793,0.4436951279640198,0.7839856743812561,0.17180714011192322,0.6648940443992615
