knee_angle,hip_angle,heel_angle,valid1,valid2,valid3,
172,178,89,0,0,0
174,179,88,0,0,0
175,179,88,0,0,0
176,179,87,0,0,0
176,178,87,0,0,0
176,178,86,0,0,0
176,178,86,0,0,0
176,178,86,0,0,0
176,178,86,0,0,0
176,178,86,0,0,0
176,178,86,0,0,0
176,178,86,0,0,0
176,178,86,0,0,0
176,178,87,0,0,0
176,178,87,0,0,0
176,178,88,0,0,0
176,178,88,0,0,0
177,178,87,0,0,0
177,178,87,0,0,0
177,178,88,0,0,0
177,178,89,0,0,0
177,178,89,0,0,0
176,178,89,0,0,0
174,179,88,0,0,0
163,173,82,0,0,1
161,171,83,0,0,1
154,165,82,0,0,1
150,161,78,0,0,1
142,153,76,0,0,1
140,150,74,0,0,1
139,148,74,0,0,1
133,139,73,0,0,1
130,135,74,0,0,1
125,126,74,0,0,1
122,123,73,0,0,1
115,114,72,0,0,1
110,110,74,0,0,1
105,104,74,0,0,1
101,100,86,0,0,0
95,92,83,0,0,1
92,88,78,0,0,1
86,82,78,0,1,1
78,74,79,1,1,1
73,69,78,1,1,1
64,59,78,1,1,1
59,55,78,1,0,1
53,48,73,0,0,1
51,47,70,0,0,1
52,49,71,0,0,1
54,51,70,0,0,1
55,53,71,0,0,1
69,67,72,1,1,1
96,95,70,0,0,1
100,102,74,0,0,1
110,110,74,0,0,1
118,118,75,0,0,1
133,131,79,0,0,1
134,135,80,0,0,1
140,141,78,0,0,1
142,145,78,0,0,1
142,147,78,0,0,1
155,157,82,0,0,1
159,161,81,0,0,1
164,165,82,0,0,1
168,167,85,0,0,0
171,170,87,0,0,0
172,171,87,0,0,0
172,172,87,0,0,0
171,171,86,0,0,0
171,172,87,0,0,0
172,173,88,0,0,0
173,173,88,0,0,0
173,174,87,0,0,0
173,174,86,0,0,0
173,174,85,0,0,0
172,173,83,0,0,1
164,165,80,0,0,1
160,162,80,0,0,1
147,151,76,0,0,1
144,147,76,0,0,1
142,144,75,0,0,1
122,127,69,0,0,1
115,117,71,0,0,1
112,114,72,0,0,1
99,103,73,0,0,1
96,98,74,0,0,1
87,87,73,0,0,1
86,84,71,0,1,1
83,81,70,1,1,1
69,65,72,1,1,1
66,62,73,1,1,1
62,58,73,1,1,1
62,58,74,1,1,1
69,66,73,1,1,1
74,70,74,1,1,1
79,74,73,1,1,1
96,95,73,0,0,1
102,103,74,0,0,1
113,113,73,0,0,1
119,119,73,0,0,1
137,134,79,0,0,1
136,137,79,0,0,1
146,147,80,0,0,1
147,149,80,0,0,1
149,152,81,0,0,1
160,160,82,0,0,1
161,161,81,0,0,1
166,167,83,0,0,1
168,169,85,0,0,0
171,172,87,0,0,0
174,175,88,0,0,0
177,177,89,0,0,0
177,178,88,0,0,0
178,179,87,0,0,0
178,179,86,0,0,0
177,179,86,0,0,0
176,178,86,0,0,0
176,178,85,0,0,0
175,177,84,0,0,1
172,175,82,0,0,1
163,169,78,0,0,1
159,164,78,0,0,1
146,153,76,0,0,1
142,148,75,0,0,1
134,139,74,0,0,1
130,134,69,0,0,1
120,123,72,0,0,1
118,120,73,0,0,1
119,119,74,0,0,1
106,107,72,0,0,1
104,105,75,0,0,1
92,92,76,0,0,1
89,88,75,0,0,1
75,71,73,1,1,1
74,69,73,1,1,1
64,58,73,1,1,1
64,59,73,1,1,1
61,58,75,1,1,1
70,67,72,1,1,1
71,68,73,1,1,1
91,89,74,0,0,1
100,98,76,0,0,1
112,110,73,0,0,1
119,116,75,0,0,1
135,130,78,0,0,1
139,134,80,0,0,1
149,143,83,0,0,1
153,147,85,0,0,0
156,150,86,0,0,0
164,157,89,0,0,0
168,161,87,0,0,0
172,167,88,0,0,0
174,168,89,0,0,0
176,171,90,0,0,0
177,172,90,0,0,0
177,173,90,0,0,0
178,175,89,0,0,0
179,177,89,0,0,0
179,178,88,0,0,0
179,177,88,0,0,0
178,177,89,0,0,0
178,177,90,0,0,0
178,177,89,0,0,0
173,174,87,0,0,0
170,173,86,0,0,0
167,171,84,0,0,1
156,165,80,0,0,1
143,154,76,0,0,1
140,150,75,0,0,1
140,148,76,0,0,1
127,134,74,0,0,1
122,128,73,0,0,1
111,117,73,0,0,1
106,112,72,0,0,1
92,97,71,0,0,1
90,93,70,0,0,1
87,90,68,0,0,1
78,77,68,1,1,1
75,72,70,1,1,1
64,60,75,1,1,1
65,61,76,1,1,1
63,60,77,1,1,1
68,66,75,1,1,1
79,75,74,1,1,1
88,86,74,0,0,1
101,101,74,0,0,1
106,107,75,0,0,1
107,108,76,0,0,1
123,124,77,0,0,1
128,129,79,0,0,1
138,139,81,0,0,1
141,143,81,0,0,1
151,153,88,0,0,0
155,155,84,0,0,1
157,158,86,0,0,0
160,161,86,0,0,0
152,166,89,0,0,0
154,169,84,0,0,1
149,172,88,0,0,0
162,179,84,0,0,1
165,179,76,0,0,1
169,178,79,0,0,1
174,178,83,0,0,1
171,176,83,0,0,1
176,177,88,0,0,0
177,178,89,0,0,0
170,176,82,0,0,1
168,174,83,0,0,1
166,174,84,0,0,1
165,173,88,0,0,0
163,172,89,0,0,0
162,172,91,0,0,0
164,173,93,0,0,0
165,173,94,0,0,0
162,170,92,0,0,0
159,168,92,0,0,0
156,167,92,0,0,0
143,156,84,0,0,1
133,146,80,0,0,1
129,142,81,0,0,1
122,135,75,0,0,1
123,134,74,0,0,1
109,120,74,0,0,1
113,110,68,0,0,1
104,102,67,0,0,1
106,89,89,0,0,0
77,86,87,1,0,0
66,75,83,1,1,1
65,74,83,1,1,1
65,75,78,1,1,1
65,74,76,1,1,1
67,77,77,1,1,1
73,82,76,1,1,1
91,100,72,0,0,1
96,104,73,0,0,1
101,110,73,0,0,1
121,126,71,0,0,1
125,130,70,0,0,1
136,142,71,0,0,1
138,143,70,0,0,1
147,151,74,0,0,1
151,155,79,0,0,1
164,164,86,0,0,0
168,169,87,0,0,0
174,174,88,0,0,0
176,176,89,0,0,0
179,178,89,0,0,0
179,178,89,0,0,0
178,176,89,0,0,0
178,176,89,0,0,0
178,176,88,0,0,0
177,175,90,0,0,0
177,175,90,0,0,0
179,176,90,0,0,0
179,176,91,0,0,0
177,178,90,0,0,0
166,173,86,0,0,0
160,168,84,0,0,1
149,159,80,0,0,1
146,155,79,0,0,1
136,146,78,0,0,1
128,139,77,0,0,1
116,127,74,0,0,1
111,121,71,0,0,1
98,109,71,0,0,1
97,109,71,0,0,1
87,100,69,0,0,1
87,96,70,0,0,1
95,94,74,0,0,1
78,85,79,1,0,1
71,80,80,1,1,1
63,72,81,1,1,1
63,73,79,1,1,1
55,66,81,0,1,1
56,65,82,1,1,1
63,73,81,1,1,1
65,77,79,1,1,1
70,79,78,1,1,1
93,103,77,0,0,1
106,111,77,0,0,1
122,127,73,0,0,1
125,132,65,0,0,1
137,142,70,0,0,1
139,144,72,0,0,1
150,151,77,0,0,1
153,154,78,0,0,1
163,161,84,0,0,1
167,167,89,0,0,0
168,169,86,0,0,0
174,175,88,0,0,0
176,176,90,0,0,0
179,177,91,0,0,0
179,177,91,0,0,0
179,176,90,0,0,0
178,176,88,0,0,0
161,175,83,0,0,1
156,172,84,0,0,1
160,166,87,0,0,0
163,165,87,0,0,0
174,165,88,0,0,0
172,165,81,0,0,1
173,167,84,0,0,1
172,169,81,0,0,1
169,170,79,0,0,1
171,171,81,0,0,1
168,170,80,0,0,1
166,173,77,0,0,1
168,174,76,0,0,1
174,179,76,0,0,1
173,179,74,0,0,1
169,178,71,0,0,1
165,175,69,0,0,1
162,174,68,0,0,1
165,172,72,0,0,1
168,172,74,0,0,1
170,173,79,0,0,1
171,174,81,0,0,1
171,174,81,0,0,1
171,173,82,0,0,1
162,166,80,0,0,1
157,162,79,0,0,1
150,156,80,0,0,1
146,152,79,0,0,1
143,146,79,0,0,1
126,130,76,0,0,1
121,125,76,0,0,1
112,116,74,0,0,1
113,116,75,0,0,1
110,114,75,0,0,1
91,95,70,0,0,1
88,90,70,0,0,1
81,82,85,1,1,0
78,78,76,1,1,1
67,67,76,1,1,1
63,62,77,1,1,1
57,54,76,1,0,1
55,52,74,0,0,1
56,55,73,1,0,1
62,62,72,1,1,1
65,66,72,1,1,1
81,84,71,1,1,1
102,105,73,0,0,1
107,112,71,0,0,1
117,120,75,0,0,1
142,138,83,0,0,1
153,145,86,0,0,0
152,146,86,0,0,0
155,148,87,0,0,0
165,156,91,0,0,0
172,163,92,0,0,0
174,166,93,0,0,0
177,170,94,0,0,0
177,172,96,0,0,0
177,173,96,0,0,0
177,174,98,0,0,0
177,175,111,0,0,0
177,176,101,0,0,0
177,177,99,0,0,0
177,177,98,0,0,0
177,177,98,0,0,0
176,178,94,0,0,0
174,177,92,0,0,0
172,176,90,0,0,0
159,167,85,0,0,0
144,153,83,0,0,1
141,148,81,0,0,1
132,140,81,0,0,1
121,130,78,0,0,1
116,125,75,0,0,1
102,112,74,0,0,1
97,106,74,0,0,1
85,90,71,0,0,1
83,86,90,1,0,0
74,74,81,1,1,1
71,70,77,1,1,1
66,64,78,1,1,1
61,59,73,1,1,1
62,61,73,1,1,1
67,66,73,1,1,1
81,83,73,1,1,1
91,93,75,0,0,1
97,100,74,0,0,1
124,123,80,0,0,1
135,131,80,0,0,1
150,142,88,0,0,0
155,148,90,0,0,0
159,153,95,0,0,0
165,160,104,0,0,0
177,179,127,0,0,0
177,178,142,0,0,0
176,179,145,0,0,0
175,179,144,0,0,0
177,176,168,0,0,0
178,178,155,0,0,0
170,164,103,0,0,0
165,166,111,0,0,0
175,177,153,0,0,0
175,179,108,0,0,0
130,102,56,0,0,1
136,95,119,0,0,0
